,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,address,postcode,state,country,property_valuation,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit
12738,719,Pattin,Weathey,Male,2.0,Administrative Officer,Retail,Mass Customer,N,No,14.0,69.0,14254 Hallows Parkway,4615.0,QLD,Australia,1.0,13089,82,2017-01-12,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015
12739,2680,Noella,Firk,Female,0.0,Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,64.0,4658 Tennessee Street,3121.0,VIC,Australia,11.0,13090,65,2017-12-14,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2010-08-20,1028.76
12740,2338,Clarie,Hackworth,Female,13.0,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,5.0,36.0,0 Butterfield Junction,2340.0,NSW,Australia,5.0,13091,4,2017-07-30,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09,451.6500000000001
12741,1572,Tam,Jahner,Male,51.0,Recruiting Manager,Financial Services,High Net Worth,N,Yes,16.0,66.0,8 Heffernan Crossing,2126.0,NSW,Australia,12.0,13092,54,2017-05-13,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1999-06-23,1028.76
12742,3030,Flor,Agnew,Female,68.0,Technical Writer,Manufacturing,Affluent Customer,N,No,3.0,25.0,4 Crescent Oaks Alley,2541.0,NSW,Australia,5.0,13093,66,2017-12-06,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,64.92999999999995
12743,1825,Arv,Whitsey,Male,82.0,VP Quality Control,Financial Services,Mass Customer,N,Yes,17.0,56.0,738 Sloan Place,3212.0,VIC,Australia,5.0,13094,56,2017-07-10,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,2011-08-24,45.96000000000001
12744,3286,Kent,Hatter,Male,23.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,62.0,1 Fairview Park,3977.0,VIC,Australia,7.0,13095,29,2017-06-19,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22,135.84999999999997
12745,2509,Danya,Beadles,Male,99.0,Help Desk Technician,Financial Services,Mass Customer,N,No,7.0,52.0,53 Anthes Point,4341.0,QLD,Australia,2.0,13096,97,2017-09-12,0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,50.66
12747,2366,Idette,Mapam,Female,51.0,Web Designer I,Health,Mass Customer,N,Yes,15.0,48.0,33 Prentice Street,2300.0,NSW,Australia,9.0,13098,51,2017-07-09,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10,802.26
12748,1337,Damara,Wheatland,Female,15.0,Structural Engineer,Health,Mass Customer,N,No,10.0,35.0,0 Fulton Drive,3806.0,VIC,Australia,8.0,13099,27,2017-07-05,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,110.80999999999995
12750,1357,Waylin,Eassom,Male,69.0,Research Nurse,Health,High Net Worth,N,No,6.0,30.0,43811 Golf View Road,3380.0,VIC,Australia,1.0,13101,12,2017-06-01,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,1055.82
12754,727,Lenci,Duerden,Male,98.0,Senior Editor,Manufacturing,Mass Customer,N,No,3.0,44.0,80027 Ryan Terrace,3551.0,Victoria,Australia,3.0,13105,24,2017-09-21,0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07,957.02
12758,767,Gustav,Kos,Male,70.0,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11.0,67.0,64 Muir Lane,2148.0,NSW,Australia,8.0,13109,18,2017-05-25,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015
12760,2067,Slade,Mulvin,Male,81.0,Registered Nurse,Health,Mass Customer,N,No,17.0,44.0,8 Superior Hill,2153.0,NSW,Australia,10.0,13111,81,2017-08-01,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,64.50999999999999
12761,630,D'arcy,Rowden,Male,90.0,Statistician III,Property,Affluent Customer,N,Yes,17.0,37.0,87 Linden Park,2153.0,NSW,Australia,10.0,13112,65,2017-08-05,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-04-11,1028.76
12764,2156,Darill,Mowday,Male,96.0,Desktop Support Technician,Retail,Mass Customer,N,Yes,18.0,46.0,13852 Burning Wood Terrace,2199.0,NSW,Australia,1.0,13115,89,2017-09-08,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2013-06-09,1305.25
12765,1004,Colas,Pumfrett,Male,35.0,Business Systems Development Analyst,IT,High Net Worth,N,No,22.0,48.0,61 Lukken Plaza,3182.0,VIC,Australia,6.0,13116,0,2017-05-31,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997
12766,195,Talyah,Rylatt,Female,34.0,Project Manager,Manufacturing,Mass Customer,N,No,6.0,64.0,43 Upham Crossing,3143.0,VIC,Australia,9.0,13117,3,2017-03-08,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2008-03-19,1702.5499999999997
12767,216,Cinderella,Parcall,Female,12.0,Quality Engineer,Financial Services,High Net Worth,N,Yes,7.0,28.0,231 Havey Court,2153.0,NSW,Australia,10.0,13118,0,2017-04-18,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2006-05-22,167.20999999999998
12769,3392,Brock,Ride,Male,41.0,Tax Accountant,Financial Services,Mass Customer,N,No,10.0,46.0,28 Superior Center,2131.0,NSW,Australia,11.0,13120,5,2017-10-17,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,114.93
12770,1510,Timmie,Chitty,Male,94.0,Actuary,Financial Services,Mass Customer,N,No,18.0,64.0,09 Bayside Place,2223.0,NSW,Australia,10.0,13121,53,2017-02-14,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09,693.76
12771,204,Thorny,Hackworth,Male,56.0,Editor,Financial Services,Mass Customer,N,No,5.0,46.0,4 Londonderry Lane,3084.0,VIC,Australia,10.0,13122,96,2017-12-03,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10,129.01
12773,320,Aldous,Cubin,Male,19.0,Registered Nurse,Health,Mass Customer,N,No,4.0,26.0,1108 Nevada Junction,4701.0,QLD,Australia,2.0,13124,63,2017-08-03,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,1383.6100000000001
12775,1504,Coop,Corneck,Male,98.0,Data Coordiator,Property,Affluent Customer,N,Yes,13.0,48.0,39677 Emmet Terrace,2211.0,NSW,Australia,10.0,13126,29,2017-12-25,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1995-12-19,135.84999999999997
12776,1363,Boniface,Kivelhan,Male,7.0,Associate Professor,Financial Services,Mass Customer,N,No,18.0,61.0,016 Tony Street,3222.0,VIC,Australia,5.0,13127,64,2017-07-10,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18,872.8900000000001
12777,2033,Mar,Philippon,Male,36.0,Dental Hygienist,Health,High Net Worth,N,No,10.0,52.0,1 Sloan Avenue,2176.0,NSW,Australia,10.0,13128,69,2017-02-09,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10,445.2099999999999
12779,234,Mead,Alpes,Female,71.0,Chief Design Engineer,Retail,High Net Worth,N,No,12.0,54.0,816 Spohn Center,2036.0,NSW,Australia,10.0,13130,0,2017-12-19,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,57.72999999999999
12780,2338,Clarie,Hackworth,Female,13.0,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,5.0,36.0,0 Butterfield Junction,2340.0,NSW,Australia,5.0,13131,54,2017-03-06,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12,1279.3999999999999
12781,428,Freida,Everil,Female,0.0,Structural Engineer,Health,High Net Worth,N,Yes,14.0,46.0,8 Moland Pass,2065.0,NSW,Australia,10.0,13132,99,2017-03-21,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-25,189.27999999999997
12782,2839,Jaime,Dikelin,Female,12.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,10.0,46.0,9695 Northland Pass,2450.0,NSW,Australia,7.0,13133,17,2017-05-26,0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,409.8600000000001
12783,752,Kalil,Palombi,Male,13.0,Speech Pathologist,Financial Services,High Net Worth,N,No,12.0,62.0,62215 Delaware Plaza,4118.0,QLD,Australia,3.0,13134,22,2017-02-26,0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12,143.82
12786,3420,Norby,Elion,Male,96.0,Financial Advisor,Financial Services,Mass Customer,N,Yes,19.0,42.0,00283 Loftsgordon Center,4118.0,QLD,Australia,5.0,13137,84,2017-07-24,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,75.48000000000002
12787,2528,Cassie,Toffaloni,Male,81.0,Senior Editor,Financial Services,Affluent Customer,N,No,15.0,44.0,3 Myrtle Terrace,4161.0,QLD,Australia,7.0,13138,10,2017-10-08,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,1103.43
12788,237,Reginald,Dartan,Male,18.0,Account Coordinator,Property,High Net Worth,N,Yes,11.0,49.0,4263 Hanson Place,2021.0,NSW,Australia,11.0,13139,2,2017-02-26,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2005-10-22,64.92999999999995
12789,3158,Korey,Lansbury,Male,27.0,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12.0,53.0,64 Quincy Alley,4170.0,QLD,Australia,9.0,13140,49,2017-12-14,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,133.38
12790,3201,Zed,Blanckley,Male,61.0,Assistant Professor,Financial Services,Mass Customer,N,Yes,1.0,23.0,020 Bartillon Park,2767.0,NSW,Australia,8.0,13142,53,2017-11-13,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1991-01-21,693.76
12791,2464,Cleve,Jindrak,Male,78.0,Speech Pathologist,Retail,Mass Customer,N,No,6.0,40.0,3126 Butterfield Pass,2573.0,NSW,Australia,8.0,13143,37,2017-12-26,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,1544.6100000000001
12793,2164,Toinette,Clementson,Female,12.0,Financial Analyst,Financial Services,Mass Customer,N,Yes,18.0,50.0,63 School Plaza,2145.0,NSW,Australia,9.0,13145,58,2017-07-17,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,771.12
12794,1900,Noland,Larder,Male,67.0,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19.0,43.0,3762 Victoria Alley,4078.0,QLD,Australia,6.0,13146,1,2017-10-24,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2011-08-29,448.67999999999995
12795,1991,Tobe,Godrich,Male,35.0,Research Nurse,Health,Mass Customer,N,Yes,8.0,29.0,42554 Burrows Court,2117.0,NSW,Australia,10.0,13147,1,2017-10-20,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02,448.67999999999995
12796,95,Nomi,Mallinder,Female,67.0,Software Engineer III,Manufacturing,Affluent Customer,N,Yes,8.0,62.0,72 Dorton Crossing,3133.0,VIC,Australia,10.0,13148,3,2017-11-22,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,1702.5499999999997
12797,2412,Tiffi,Havercroft,Female,77.0,Chemical Engineer,Manufacturing,Affluent Customer,N,No,8.0,42.0,881 Debs Center,4051.0,QLD,Australia,8.0,13149,39,2017-04-28,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,1230.27
12798,2739,Alair,Cullingford,Male,48.0,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15.0,38.0,45454 Spenser Center,3149.0,VIC,Australia,12.0,13150,50,2017-01-30,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1994-07-12,431.33000000000004
12799,1278,Betsy,Schruurs,Female,14.0,Pharmacist,Health,Affluent Customer,N,No,2.0,24.0,41 Knutson Alley,4370.0,QLD,Australia,4.0,13151,33,2017-10-27,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,144.26
12800,2239,Jocelyne,Pasquale,Female,0.0,Associate Professor,Property,High Net Worth,N,Yes,8.0,63.0,48 Straubel Court,2400.0,NSW,Australia,1.0,13152,90,2017-11-28,1,Approved,Solex,Standard,low,medium,945.04,507.58,2006-02-02,437.46
12801,307,Ruben,Handlin,Male,55.0,Clinical Specialist,Health,Affluent Customer,N,Yes,12.0,39.0,93 Lawn Park,3152.0,VIC,Australia,9.0,13153,66,2017-12-15,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2015-04-11,64.92999999999995
12802,2607,Laurent,Ainslee,Male,90.0,Registered Nurse,Health,Affluent Customer,N,Yes,7.0,31.0,76085 Eagan Crossing,3071.0,VIC,Australia,10.0,13154,27,2017-01-11,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,2006-11-10,110.80999999999995
12803,233,Art,Barwell,Male,34.0,Environmental Tech,Property,Mass Customer,N,No,13.0,37.0,2 Northridge Street,2508.0,NSW,Australia,10.0,13155,62,2017-07-25,0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23,179.44
12807,2906,Ivory,MacKnocker,Female,93.0,GIS Technical Architect,Retail,Mass Customer,N,Yes,4.0,31.0,72850 Lotheville Junction,2480.0,NSW,Australia,4.0,13159,79,2017-09-04,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2015-08-02,737.5699999999999
12809,2865,Lila,Eyeington,Female,11.0,Electrical Engineer,Manufacturing,High Net Worth,N,No,3.0,25.0,6804 Red Cloud Parkway,2099.0,NSW,Australia,9.0,13161,54,2017-07-29,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21,1028.76
12810,3089,Wood,Nathan,Male,27.0,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,23.0,7 Westridge Terrace,4504.0,QLD,Australia,7.0,13162,64,2017-04-09,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1992-10-02,872.8900000000001
12811,2321,Libbi,Freeberne,Female,27.0,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20.0,43.0,386 Jay Junction,4218.0,QLD,Australia,3.0,13163,57,2017-06-04,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-10-18,1630.25
12812,198,Vanya,Gumb,Female,82.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,16.0,41.0,5484 Hagan Crossing,3021.0,VIC,Australia,7.0,13164,27,2017-09-27,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23,110.80999999999995
12816,2444,Emmet,Cristoforo,Male,22.0,Associate Professor,Manufacturing,High Net Worth,N,No,11.0,46.0,8 Superior Court,3174.0,VIC,Australia,5.0,13168,21,2017-05-31,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-03,1103.43
12820,1519,Marwin,Jeyness,Male,35.0,Administrative Assistant IV,Telecommunications,High Net Worth,N,Yes,1.0,21.0,7 Bartillon Circle,2260.0,NSW,Australia,8.0,13172,84,2017-12-22,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2002-08-31,198.22000000000003
12821,195,Talyah,Rylatt,Female,34.0,Project Manager,Manufacturing,Mass Customer,N,No,6.0,64.0,43 Upham Crossing,3143.0,VIC,Australia,9.0,13173,3,2017-03-29,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1993-05-26,1702.5499999999997
12822,537,Raine,Sneezum,Female,16.0,Structural Engineer,Entertainment,High Net Worth,N,No,7.0,34.0,999 Huxley Hill,2190.0,NSW,Australia,10.0,13174,41,2017-11-11,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07,209.84000000000003
12823,224,Morgun,Girvan,Male,2.0,Compensation Analyst,Financial Services,Affluent Customer,N,No,17.0,55.0,6236 Summerview Terrace,2110.0,NSW,Australia,12.0,13175,58,2017-08-08,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,771.12
12824,3239,Wendi,Hew,Female,15.0,Staff Scientist,Health,High Net Worth,N,No,5.0,51.0,9 Dixon Crossing,3793.0,VIC,Australia,7.0,13176,0,2017-10-16,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,133.38
12827,2179,Benson,cornhill,Male,15.0,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17.0,63.0,966 Emmet Trail,3015.0,VIC,Australia,10.0,13179,37,2017-04-27,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,1544.6100000000001
12828,637,Mercy,Wilsone,Female,60.0,Health Coach I,Health,High Net Worth,N,No,13.0,46.0,9427 Tennyson Plaza,2759.0,NSW,Australia,8.0,13180,41,2017-02-20,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07,209.84000000000003
12829,823,Stesha,Morecombe,Female,91.0,Internal Auditor,Manufacturing,Affluent Customer,N,No,9.0,33.0,388 Weeping Birch Plaza,2156.0,NSW,Australia,11.0,13181,60,2017-05-29,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,217.51
12832,346,Timmie,Eisikowitz,Male,68.0,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,42.0,44621 Linden Drive,2155.0,NSW,Australia,10.0,13184,54,2017-05-22,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-12,1279.3999999999999
12833,1011,Cymbre,Janos,Female,42.0,Occupational Therapist,Health,High Net Worth,N,Yes,10.0,38.0,63 Grayhawk Pass,2769.0,NSW,Australia,9.0,13185,9,2017-05-02,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-11-10,133.7800000000002
12834,477,Cheri,Hazeman,Female,32.0,Media Manager II,Financial Services,High Net Worth,N,Yes,13.0,62.0,6674 Russell Center,2197.0,NSW,Australia,9.0,13186,74,2017-04-25,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2012-12-02,812.44
12835,997,Ambros,Kernes,Male,30.0,Teacher,Telecommunications,Mass Customer,N,Yes,13.0,42.0,1 Continental Center,2146.0,NSW,Australia,9.0,13187,22,2017-02-10,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-10-02,15.080000000000005
12836,2542,Amanda,Leverington,Female,43.0,Accounting Assistant I,Property,Affluent Customer,N,Yes,12.0,57.0,2 Larry Trail,2207.0,NSW,Australia,8.0,13188,68,2017-11-17,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2014-10-10,1592.19
12837,2593,Sharona,Yorkston,Female,69.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,19.0,50.0,6 Forest Avenue,2870.0,NSW,Australia,4.0,13189,70,2017-07-12,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11,198.29000000000002
12839,3406,Lucy,Lackmann,Female,35.0,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10.0,44.0,5 Northland Plaza,2096.0,NSW,Australia,9.0,13191,3,2017-05-08,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,1702.5499999999997
12840,1195,Ally,Folliott,Female,0.0,VP Marketing,Telecommunications,Mass Customer,N,No,18.0,45.0,0 Northport Hill,3043.0,VIC,Australia,8.0,13192,82,2017-12-11,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015
12841,1577,Diannne,Teager,Female,87.0,Automation Specialist I,Manufacturing,High Net Worth,N,No,10.0,46.0,6 Hallows Pass,2118.0,NSW,Australia,11.0,13193,25,2017-05-17,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10,802.26
12843,902,Selene,Vasiltsov,Female,37.0,Staff Scientist,Retail,Mass Customer,N,No,18.0,34.0,9 Northridge Lane,2340.0,NSW,Australia,3.0,13195,50,2017-12-16,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16,43.97
12845,1565,Jay,Janiszewski,Male,71.0,Sales Representative,Retail,High Net Worth,N,Yes,11.0,70.0,4 Rowland Way,2126.0,NSW,Australia,10.0,13197,69,2017-10-28,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1997-01-25,445.2099999999999
12846,748,Linet,Postill,Female,51.0,VP Marketing,Financial Services,High Net Worth,N,No,7.0,42.0,56045 Express Avenue,2176.0,NSW,Australia,9.0,13198,18,2017-04-22,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015
12847,936,Raffaello,Godleman,Male,64.0,Speech Pathologist,Health,High Net Worth,N,No,3.0,35.0,5 Reindahl Point,3400.0,VIC,Australia,2.0,13199,63,2017-09-07,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,1230.3000000000002
12848,2874,Delores,Ashcroft,Female,97.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,18.0,45.0,08 Monterey Avenue,3043.0,VIC,Australia,7.0,13200,96,2017-01-21,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10,129.01
12850,2913,Padraic,Bonnar,Male,44.0,VP Quality Control,IT,Affluent Customer,N,Yes,14.0,68.0,24913 Twin Pines Terrace,3350.0,VIC,Australia,5.0,13202,80,2017-02-24,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-10,139.2299999999999
12851,1177,Bobbette,Pozzi,Female,47.0,Food Chemist,Health,Affluent Customer,N,Yes,6.0,70.0,858 Swallow Parkway,2150.0,NSW,Australia,8.0,13203,66,2017-08-18,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2000-05-22,64.92999999999995
12853,931,Katrina,Sappson,Female,59.0,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0,24.0,3403 Spenser Terrace,3143.0,VIC,Australia,8.0,13205,10,2017-01-16,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-12,1103.43
12854,1084,Serena,Jagson,Female,54.0,Accounting Assistant I,Retail,Affluent Customer,N,No,8.0,29.0,24596 Hoepker Avenue,2322.0,NSW,Australia,4.0,13206,21,2017-06-14,0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05,690.49
12855,2106,Antons,Ley,Male,91.0,Project Manager,Financial Services,High Net Worth,N,Yes,13.0,53.0,60424 Bultman Terrace,2120.0,NSW,Australia,10.0,13207,38,2017-12-27,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-06-17,1702.5499999999997
12856,3374,Joann,Corrigan,Female,77.0,Sales Associate,Manufacturing,Mass Customer,N,Yes,12.0,63.0,000 Boyd Center,2160.0,NSW,Australia,8.0,13208,57,2017-12-29,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21,1630.25
12858,1709,Osgood,Seeborne,Male,36.0,Food Chemist,Health,Affluent Customer,N,No,6.0,48.0,8 Talisman Avenue,2211.0,NSW,Australia,10.0,13210,9,2017-08-17,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07,75.13999999999999
12860,1550,Nell,MacCafferky,Female,3.0,Programmer Analyst II,IT,Mass Customer,N,Yes,12.0,36.0,4 Sutteridge Trail,2153.0,NSW,Australia,10.0,13213,85,2017-04-25,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2000-11-03,547.28
12861,1229,Sebastian,Trass,Male,38.0,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0,23.0,7929 Grasskamp Trail,2119.0,NSW,Australia,11.0,13214,18,2017-02-12,1,Approved,Solex,Standard,medium,medium,575.27,431.45,2009-03-08,143.82
12862,2206,Osmond,McCamish,Male,60.0,Structural Engineer,Financial Services,Affluent Customer,N,No,14.0,66.0,7 Novick Parkway,2160.0,NSW,Australia,5.0,13215,67,2017-06-26,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998
12864,228,Lucia,Pickervance,Female,59.0,Systems Administrator II,Manufacturing,High Net Worth,N,No,12.0,37.0,92253 Kensington Drive,2209.0,NSW,Australia,7.0,13217,0,2017-03-22,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,143.35999999999999
